id_cliente;Recency;Frequency;Monetary;R_Score;F_Score;M_Score;RFM_Score;Cluster;Segmento;edad;ingresos_mensuales_aprox;segmento_programa;distrito
CLI00401;111;4;1129.55;4;4;4;444;0;Leales;21;7638.73;Regular;Comas
CLI00402;520;1;238.55;1;1;1;111;2;Perdidos;61;11940.02;Premium;Comas
CLI00405;531;1;489.14;1;1;3;113;2;Perdidos;19;1226.42;Basico;Miraflores
CLI00406;136;2;479.62;3;2;3;323;3;En Riesgo;49;10024.3;Premium;Magdalena
CLI00407;189;6;1513.35;3;5;5;355;0;Leales;51;2126.16;Basico;San Juan de Lurigancho
CLI00409;2;8;846.88;5;5;4;554;0;Leales;50;9140.58;Premium;San Juan de Lurigancho
CLI00410;3;8;2163.2;5;5;5;555;0;Leales;41;3778.7;Platino;San Miguel
CLI00411;148;1;90.51;3;1;1;311;3;En Riesgo;46;5679.73;Regular;Santiago de Surco
CLI00412;33;4;1019.7;4;4;4;444;0;Leales;52;5596.88;Platino;Los Olivos
CLI00413;417;2;304.05;1;2;2;122;2;Perdidos;54;11497.59;Regular;Comas
CLI00414;419;1;196.56;1;1;1;111;2;Perdidos;20;1323.57;Basico;Comas
CLI00415;581;2;732.94;1;2;3;123;2;Perdidos;42;5936.12;Premium;Ate
CLI00416;273;1;290.37;2;1;2;212;3;En Riesgo;69;1906.15;Basico;Comas
CLI00417;157;1;370.06;3;1;2;312;3;En Riesgo;64;11322.68;Regular;Magdalena
CLI00418;504;1;236.17;1;1;1;111;2;Perdidos;48;1064.22;Basico;Los Olivos
CLI00419;3;2;618.77;5;2;3;523;3;En Riesgo;68;8431.11;Regular;Los Olivos
CLI00420;197;2;469.6;3;2;2;322;3;En Riesgo;72;5252.38;Premium;San Borja
CLI00422;122;1;402.78;4;1;2;412;3;En Riesgo;51;9464.52;Regular;Ate
CLI00423;27;1;336.9;4;1;2;412;3;En Riesgo;66;11788.07;Premium;San Miguel
CLI00425;165;1;79.92;3;1;1;311;3;En Riesgo;34;1195.45;Basico;San Juan de Lurigancho
CLI00428;8;2;817.08;5;2;4;524;3;En Riesgo;25;2907.89;Platino;Miraflores
CLI00429;452;1;297.22;1;1;2;112;2;Perdidos;23;2949.74;Regular;Los Olivos
CLI00430;24;3;604.93;5;3;3;533;3;En Riesgo;57;3526.16;Regular;Comas
CLI00431;266;1;294.3;2;1;2;212;3;En Riesgo;36;3566.92;Platino;Santiago de Surco
CLI00433;4;8;1713.95;5;5;5;555;0;Leales;56;8459.56;Premium;San Juan de Lurigancho
CLI00434;172;2;472.29;3;2;2;322;3;En Riesgo;72;8482.69;Regular;Santiago de Surco
CLI00435;28;5;1361.63;4;4;5;445;0;Leales;63;2993.21;Regular;Los Olivos
CLI00436;248;3;1076.67;2;3;4;234;3;En Riesgo;70;11566.17;Premium;San Juan de Lurigancho
CLI00437;178;1;139.83;3;1;1;311;3;En Riesgo;62;7437.36;Platino;Los Olivos
CLI00438;387;1;192.21;2;1;1;211;2;Perdidos;66;2048.6;Basico;Miraflores
CLI00439;613;2;483.57;1;2;3;123;2;Perdidos;28;5600.97;Premium;San Borja
CLI00441;297;2;211.46;2;2;1;221;2;Perdidos;58;2563.08;Basico;Magdalena
CLI00443;169;12;1823.29;3;5;5;355;1;Campeones;31;2196.86;Basico;San Juan de Lurigancho
CLI00444;159;3;1287.59;3;3;4;334;0;Leales;28;3088.48;Regular;San Borja
CLI00445;77;1;114.49;4;1;1;411;3;En Riesgo;68;11253.06;Regular;Miraflores
CLI00446;111;1;131.36;4;1;1;411;3;En Riesgo;18;11665.93;Platino;Santiago de Surco
CLI00447;7;2;745.12;5;2;3;523;3;En Riesgo;54;8964.02;Regular;Miraflores
CLI00450;34;5;1301.28;4;4;4;444;0;Leales;56;9584.9;Regular;Los Olivos
CLI00451;18;2;288.07;5;2;2;522;3;En Riesgo;51;4955.13;Platino;Santiago de Surco
CLI00452;54;2;196.42;4;2;1;421;3;En Riesgo;66;8120.92;Premium;San Borja
CLI00454;281;1;282.51;2;1;2;212;3;En Riesgo;67;1403.41;Basico;San Borja
CLI00455;375;1;220.02;2;1;1;211;2;Perdidos;67;2542.44;Basico;Ate
CLI00456;63;7;1452.53;4;5;5;455;0;Leales;53;5048.82;Platino;San Miguel
CLI00457;629;1;56.25;1;1;1;111;2;Perdidos;36;2157.08;Basico;Santiago de Surco
CLI00458;476;1;227.0;1;1;1;111;2;Perdidos;63;2369.87;Basico;San Juan de Lurigancho
CLI00460;543;1;214.4;1;1;1;111;2;Perdidos;30;5828.54;Platino;Ate
CLI00462;171;5;1150.18;3;4;4;344;0;Leales;39;2169.81;Basico;Santiago de Surco
CLI00463;182;1;118.39;3;1;1;311;3;En Riesgo;39;2290.34;Basico;Ate
CLI00464;532;1;192.07;1;1;1;111;2;Perdidos;60;10023.98;Regular;San Borja
CLI00465;12;4;740.49;5;4;3;543;3;En Riesgo;67;11386.73;Regular;Ate
CLI00467;632;1;272.08;1;1;2;112;2;Perdidos;51;6101.86;Premium;Los Olivos
CLI00469;60;5;1099.22;4;4;4;444;0;Leales;31;9937.07;Platino;Santiago de Surco
CLI00470;241;3;525.66;2;3;3;233;3;En Riesgo;32;11416.65;Platino;San Miguel
CLI00473;201;2;414.24;3;2;2;322;3;En Riesgo;58;3617.16;Platino;Miraflores
CLI00474;602;1;443.12;1;1;2;112;2;Perdidos;55;7524.87;Platino;Los Olivos
CLI00475;350;1;419.19;2;1;2;212;2;Perdidos;34;3696.04;Premium;Miraflores
CLI00477;402;2;748.07;1;2;3;123;2;Perdidos;45;4068.45;Platino;Los Olivos
CLI00478;187;4;1193.16;3;4;4;344;0;Leales;50;7894.96;Platino;Comas
CLI00480;375;1;42.53;2;1;1;211;2;Perdidos;38;5717.6;Premium;San Miguel
CLI00481;225;3;799.52;2;3;4;234;3;En Riesgo;62;10713.09;Premium;San Miguel
CLI00482;558;1;249.72;1;1;2;112;2;Perdidos;30;11865.49;Regular;Ate
CLI00483;547;2;720.63;1;2;3;123;2;Perdidos;63;5097.64;Platino;Ate
CLI00487;202;1;46.55;3;1;1;311;3;En Riesgo;40;1842.59;Basico;Magdalena
CLI00490;311;4;1000.08;2;4;4;244;3;En Riesgo;49;4403.41;Platino;Miraflores
CLI00493;527;1;79.16;1;1;1;111;2;Perdidos;72;9400.9;Platino;Comas
CLI00494;524;2;707.41;1;2;3;123;2;Perdidos;33;7354.13;Premium;San Miguel
CLI00495;531;1;139.44;1;1;1;111;2;Perdidos;52;5752.97;Regular;San Miguel
CLI00496;173;3;459.77;3;3;2;332;3;En Riesgo;61;1174.4;Basico;San Borja
CLI00497;376;2;326.92;2;2;2;222;2;Perdidos;61;2184.91;Basico;San Miguel
CLI00500;7;3;424.45;5;3;2;532;3;En Riesgo;39;10114.65;Platino;Los Olivos
CLI00501;163;3;775.24;3;3;3;333;3;En Riesgo;45;10575.45;Platino;Ate
CLI00503;217;7;1751.31;2;5;5;255;0;Leales;29;9364.7;Premium;San Miguel
CLI00504;256;1;275.88;2;1;2;212;3;En Riesgo;30;7492.03;Regular;Magdalena
CLI00505;468;1;176.98;1;1;1;111;2;Perdidos;47;10015.45;Regular;Comas
CLI00507;158;1;339.08;3;1;2;312;3;En Riesgo;29;8053.97;Platino;Santiago de Surco
CLI00508;252;1;446.73;2;1;2;212;3;En Riesgo;20;3320.69;Premium;Magdalena
CLI00509;3;6;928.59;5;5;4;554;0;Leales;62;5021.85;Premium;San Borja
CLI00510;410;2;137.11;1;2;1;121;2;Perdidos;66;1349.42;Basico;San Borja
CLI00511;325;2;529.65;2;2;3;223;2;Perdidos;37;1459.98;Basico;Miraflores
CLI00512;7;3;939.97;5;3;4;534;3;En Riesgo;59;8886.25;Regular;Santiago de Surco
CLI00513;139;3;585.88;3;3;3;333;3;En Riesgo;55;9960.33;Premium;Los Olivos
CLI00514;18;5;1621.54;5;4;5;545;0;Leales;29;4777.63;Platino;Los Olivos
CLI00521;186;1;60.1;3;1;1;311;3;En Riesgo;18;10104.54;Platino;Santiago de Surco
CLI00522;12;7;2215.48;5;5;5;555;0;Leales;72;10582.13;Premium;San Juan de Lurigancho
CLI00523;27;10;1899.47;4;5;5;455;1;Campeones;68;9389.24;Regular;San Miguel
CLI00524;1;13;3172.59;5;5;5;555;1;Campeones;40;6401.1;Regular;San Borja
CLI00525;198;5;1296.73;3;4;4;344;0;Leales;58;2193.3;Basico;Magdalena
CLI00526;141;4;1037.57;3;4;4;344;0;Leales;54;1432.58;Basico;Comas
CLI00527;137;21;5049.75;3;5;5;355;1;Campeones;42;1650.51;Basico;Magdalena
CLI00528;45;6;1419.87;4;5;5;455;0;Leales;65;5659.71;Platino;San Borja
CLI00529;224;3;513.86;2;3;3;233;3;En Riesgo;61;3077.34;Premium;San Miguel
CLI00530;46;6;1659.08;4;5;5;455;0;Leales;50;11934.0;Regular;Santiago de Surco
CLI00531;5;7;1935.13;5;5;5;555;0;Leales;65;5631.27;Regular;San Juan de Lurigancho
CLI00532;383;3;620.85;2;3;3;233;2;Perdidos;26;5576.0;Premium;Miraflores
CLI00533;609;2;897.32;1;2;4;124;2;Perdidos;44;8587.35;Platino;San Miguel
CLI00535;715;1;18.53;1;1;1;111;2;Perdidos;48;1047.3;Basico;Miraflores
CLI00537;576;3;598.16;1;3;3;133;2;Perdidos;24;11455.63;Premium;Miraflores
CLI00538;579;1;136.03;1;1;1;111;2;Perdidos;37;1028.37;Basico;Miraflores
CLI00539;19;4;990.54;5;4;4;544;0;Leales;33;3701.92;Premium;Comas
CLI00540;263;2;165.49;2;2;1;221;3;En Riesgo;35;10389.73;Premium;Los Olivos
CLI00541;542;1;219.51;1;1;1;111;2;Perdidos;58;9596.23;Premium;Santiago de Surco
CLI00543;379;1;33.08;2;1;1;211;2;Perdidos;38;5064.43;Platino;Santiago de Surco
CLI00544;16;5;1382.17;5;4;5;545;0;Leales;69;9533.61;Regular;Los Olivos
CLI00545;377;1;213.5;2;1;1;211;2;Perdidos;62;4379.96;Regular;Santiago de Surco
CLI00546;11;2;299.05;5;2;2;522;3;En Riesgo;63;11740.84;Regular;San Miguel
CLI00547;173;3;641.74;3;3;3;333;3;En Riesgo;30;3721.04;Regular;Magdalena
CLI00548;514;4;486.47;1;4;3;143;2;Perdidos;69;7167.41;Premium;San Juan de Lurigancho
CLI00550;9;4;732.65;5;4;3;543;3;En Riesgo;44;6978.92;Premium;Ate
CLI00551;396;2;316.6;1;2;2;122;2;Perdidos;70;11176.34;Platino;Ate
CLI00552;37;6;1112.62;4;5;4;454;0;Leales;30;10801.16;Regular;Los Olivos
CLI00553;211;2;275.3;2;2;2;222;3;En Riesgo;35;3177.43;Regular;Magdalena
CLI00554;397;3;703.67;1;3;3;133;2;Perdidos;59;7427.75;Premium;Ate
CLI00555;34;1;606.22;4;1;3;413;3;En Riesgo;36;4796.3;Premium;Miraflores
CLI00556;53;8;1694.87;4;5;5;455;0;Leales;69;5215.93;Premium;Santiago de Surco
CLI00557;6;6;1365.19;5;5;5;555;0;Leales;36;6965.49;Premium;Ate
CLI00558;54;4;977.24;4;4;4;444;0;Leales;40;10154.33;Platino;San Borja
CLI00559;28;2;194.64;4;2;1;421;3;En Riesgo;31;5842.69;Premium;San Miguel
CLI00561;198;1;434.77;3;1;2;312;3;En Riesgo;31;1364.15;Basico;San Juan de Lurigancho
CLI00562;81;4;784.44;4;4;4;444;3;En Riesgo;42;11535.08;Platino;Comas
CLI00564;2;2;595.2;5;2;3;523;3;En Riesgo;67;3919.69;Platino;Comas
CLI00566;18;2;592.84;5;2;3;523;3;En Riesgo;38;8075.25;Regular;Comas
CLI00567;62;4;789.76;4;4;4;444;3;En Riesgo;31;11532.57;Platino;San Borja
CLI00568;182;2;806.89;3;2;4;324;3;En Riesgo;73;1968.17;Basico;Ate
CLI00569;193;4;520.19;3;4;3;343;3;En Riesgo;54;1813.22;Basico;Los Olivos
CLI00570;228;1;259.02;2;1;2;212;3;En Riesgo;32;3762.02;Platino;Ate
CLI00571;388;4;1028.17;1;4;4;144;2;Perdidos;32;2331.23;Basico;San Borja
CLI00573;186;3;973.76;3;3;4;334;3;En Riesgo;35;9274.55;Regular;San Juan de Lurigancho
CLI00574;254;4;984.25;2;4;4;244;3;En Riesgo;55;11917.83;Premium;San Miguel
CLI00575;9;5;1158.32;5;4;4;544;0;Leales;63;8122.67;Platino;San Juan de Lurigancho
CLI00576;52;5;1453.93;4;4;5;445;0;Leales;49;7999.64;Regular;San Borja
CLI00577;388;3;1336.5;1;3;5;135;2;Perdidos;18;6705.33;Platino;Los Olivos
CLI00579;33;9;2835.72;4;5;5;455;1;Campeones;64;10423.05;Platino;Santiago de Surco
CLI00581;404;1;271.79;1;1;2;112;2;Perdidos;69;2099.46;Basico;San Borja
CLI00583;562;2;536.57;1;2;3;123;2;Perdidos;73;9904.85;Premium;Comas
CLI00587;88;11;1681.76;4;5;5;455;1;Campeones;31;10771.0;Premium;San Juan de Lurigancho
CLI00589;13;3;492.79;5;3;3;533;3;En Riesgo;64;5575.65;Regular;Ate
CLI00591;424;1;514.62;1;1;3;113;2;Perdidos;73;7549.24;Regular;San Borja
CLI00592;450;2;473.26;1;2;3;123;2;Perdidos;63;6870.27;Platino;Miraflores
CLI00593;234;4;819.03;2;4;4;244;3;En Riesgo;61;9133.45;Regular;Los Olivos
CLI00594;1;8;2590.7;5;5;5;555;1;Campeones;26;3564.84;Premium;Miraflores
CLI00595;163;2;632.13;3;2;3;323;3;En Riesgo;30;3482.71;Premium;Comas
CLI00596;340;2;496.81;2;2;3;223;2;Perdidos;19;3387.72;Regular;San Miguel
CLI00597;446;1;191.36;1;1;1;111;2;Perdidos;69;11537.81;Premium;Ate
CLI00598;335;2;500.71;2;2;3;223;2;Perdidos;31;5259.35;Platino;Magdalena
CLI00599;395;2;496.41;1;2;3;123;2;Perdidos;62;1584.77;Basico;San Borja
CLI00600;21;7;993.69;5;5;4;554;0;Leales;40;5724.17;Platino;Comas
CLI00602;248;1;132.67;2;1;1;211;3;En Riesgo;54;8934.32;Platino;Santiago de Surco
CLI00603;452;1;54.15;1;1;1;111;2;Perdidos;65;2652.68;Basico;Ate
CLI00604;46;4;584.03;4;4;3;443;3;En Riesgo;56;6558.23;Premium;San Borja
CLI00606;27;11;2464.75;4;5;5;455;1;Campeones;21;7451.53;Platino;Los Olivos
CLI00608;360;1;179.24;2;1;1;211;2;Perdidos;27;8736.24;Premium;San Juan de Lurigancho
CLI00609;599;1;194.01;1;1;1;111;2;Perdidos;32;11989.67;Platino;Santiago de Surco
CLI00610;399;2;564.77;1;2;3;123;2;Perdidos;46;1049.82;Basico;Comas
CLI00611;371;2;518.1;2;2;3;223;2;Perdidos;54;8473.26;Premium;Ate
CLI00612;14;2;572.02;5;2;3;523;3;En Riesgo;27;11160.32;Platino;San Miguel
CLI00613;231;1;507.33;2;1;3;213;3;En Riesgo;35;5452.36;Platino;Magdalena
CLI00614;252;4;899.28;2;4;4;244;3;En Riesgo;32;4401.62;Regular;Ate
CLI00615;413;2;264.86;1;2;2;122;2;Perdidos;71;1411.72;Basico;San Miguel
CLI00616;27;4;1278.05;4;4;4;444;0;Leales;44;8836.96;Premium;Miraflores
CLI00618;36;5;964.76;4;4;4;444;0;Leales;53;6103.64;Regular;Ate
CLI00619;596;1;134.52;1;1;1;111;2;Perdidos;53;10927.67;Regular;Comas
CLI00620;100;4;1320.87;4;4;5;445;0;Leales;41;11244.63;Regular;Miraflores
CLI00622;154;1;413.49;3;1;2;312;3;En Riesgo;39;4356.23;Regular;Miraflores
CLI00623;63;1;278.4;4;1;2;412;3;En Riesgo;57;8503.22;Premium;Comas
CLI00624;9;4;504.37;5;4;3;543;3;En Riesgo;27;10581.49;Platino;Comas
CLI00625;107;4;784.97;4;4;4;444;3;En Riesgo;56;10519.2;Premium;Comas
CLI00628;190;3;888.61;3;3;4;334;3;En Riesgo;30;4435.03;Premium;Santiago de Surco
CLI00629;105;1;203.24;4;1;1;411;3;En Riesgo;50;9867.44;Platino;San Borja
CLI00630;393;2;305.77;1;2;2;122;2;Perdidos;70;1190.01;Basico;Comas
CLI00634;233;2;365.92;2;2;2;222;3;En Riesgo;51;10685.37;Platino;Magdalena
CLI00635;187;1;269.64;3;1;2;312;3;En Riesgo;37;6718.04;Platino;Comas
CLI00636;5;3;752.21;5;3;3;533;3;En Riesgo;55;5090.37;Platino;San Borja
CLI00637;149;1;215.02;3;1;1;311;3;En Riesgo;26;4788.09;Platino;San Miguel
CLI00639;161;2;135.42;3;2;1;321;3;En Riesgo;44;7689.34;Regular;San Juan de Lurigancho
CLI00640;31;9;2293.77;4;5;5;455;1;Campeones;59;2197.4;Basico;Ate
CLI00641;41;1;198.98;4;1;1;411;3;En Riesgo;50;11191.19;Premium;Santiago de Surco
CLI00643;416;1;174.03;1;1;1;111;2;Perdidos;48;2624.49;Basico;Comas
CLI00645;268;4;1022.98;2;4;4;244;3;En Riesgo;23;7796.12;Regular;Magdalena
CLI00647;236;1;567.82;2;1;3;213;3;En Riesgo;24;5109.51;Regular;Santiago de Surco
CLI00648;41;5;1272.9;4;4;4;444;0;Leales;42;2900.92;Platino;San Borja
CLI00649;8;5;1626.11;5;4;5;545;0;Leales;36;5322.29;Premium;Los Olivos
CLI00650;171;1;553.48;3;1;3;313;3;En Riesgo;66;3963.03;Platino;San Borja
CLI00651;445;1;16.53;1;1;1;111;2;Perdidos;21;5670.97;Regular;Ate
CLI00652;386;4;711.56;2;4;3;243;2;Perdidos;66;2108.49;Basico;Magdalena
CLI00653;386;2;444.69;2;2;2;222;2;Perdidos;66;9901.33;Platino;Comas
CLI00654;65;5;1143.58;4;4;4;444;0;Leales;49;7693.92;Platino;Comas
CLI00655;111;8;2510.6;4;5;5;455;1;Campeones;33;8556.11;Premium;San Miguel
CLI00656;519;1;593.5;1;1;3;113;2;Perdidos;53;3642.29;Platino;San Miguel
CLI00657;657;1;312.05;1;1;2;112;2;Perdidos;49;10383.17;Platino;Comas
CLI00658;165;4;1054.05;3;4;4;344;0;Leales;59;2286.04;Basico;Santiago de Surco
CLI00659;383;2;251.74;2;2;2;222;2;Perdidos;38;5906.08;Regular;Comas
CLI00660;29;6;1337.91;4;5;5;455;0;Leales;71;10261.79;Premium;Santiago de Surco
CLI00661;567;1;99.08;1;1;1;111;2;Perdidos;23;9131.5;Regular;Los Olivos
CLI00663;20;8;1867.69;5;5;5;555;0;Leales;61;11078.89;Premium;Ate
CLI00665;10;8;2402.11;5;5;5;555;1;Campeones;68;9169.28;Regular;Miraflores
CLI00666;529;1;433.68;1;1;2;112;2;Perdidos;31;6841.05;Platino;Miraflores
CLI00667;392;1;276.15;1;1;2;112;2;Perdidos;73;6875.33;Regular;Ate
CLI00669;3;7;2002.74;5;5;5;555;0;Leales;23;10068.94;Premium;Los Olivos
CLI00670;32;3;424.27;4;3;2;432;3;En Riesgo;33;7234.8;Premium;San Miguel
CLI00671;100;1;111.04;4;1;1;411;3;En Riesgo;21;11593.79;Regular;San Borja
CLI00672;182;5;823.17;3;4;4;344;0;Leales;39;2271.98;Basico;Magdalena
CLI00673;52;2;915.14;4;2;4;424;3;En Riesgo;43;5090.44;Platino;Santiago de Surco
CLI00674;271;2;144.06;2;2;1;221;3;En Riesgo;32;1739.2;Basico;Magdalena
CLI00675;435;3;545.12;1;3;3;133;2;Perdidos;26;1406.44;Basico;Magdalena
CLI00676;112;4;1218.69;4;4;4;444;0;Leales;68;9137.08;Platino;San Juan de Lurigancho
CLI00678;2;3;559.22;5;3;3;533;3;En Riesgo;33;10269.19;Regular;Ate
CLI00682;8;8;2223.35;5;5;5;555;1;Campeones;51;11663.67;Premium;San Juan de Lurigancho
CLI00683;221;2;360.75;2;2;2;222;3;En Riesgo;54;8883.75;Premium;Comas
CLI00685;594;1;244.38;1;1;2;112;2;Perdidos;49;6688.08;Platino;Comas
CLI00686;339;3;448.86;2;3;2;232;2;Perdidos;70;11860.0;Premium;Los Olivos
CLI00689;38;2;726.07;4;2;3;423;3;En Riesgo;52;6632.03;Platino;San Juan de Lurigancho
CLI00693;451;1;187.6;1;1;1;111;2;Perdidos;57;6490.89;Regular;San Juan de Lurigancho
CLI00695;71;1;179.45;4;1;1;411;3;En Riesgo;63;11729.78;Regular;San Miguel
CLI00696;503;3;735.22;1;3;3;133;2;Perdidos;40;7769.78;Platino;Santiago de Surco
CLI00697;33;5;982.53;4;4;4;444;0;Leales;47;7494.21;Platino;Miraflores
CLI00698;79;3;259.38;4;3;2;432;3;En Riesgo;68;10242.42;Platino;San Miguel
CLI00699;271;1;464.17;2;1;2;212;3;En Riesgo;45;6497.7;Premium;Comas
CLI00700;332;1;575.57;2;1;3;213;2;Perdidos;71;8354.97;Platino;San Miguel
CLI00702;101;11;2482.87;4;5;5;455;1;Campeones;36;9200.34;Regular;Los Olivos
CLI00703;275;3;747.0;2;3;3;233;3;En Riesgo;56;6731.85;Platino;San Miguel
CLI00704;16;4;1034.32;5;4;4;544;0;Leales;48;7767.85;Premium;Santiago de Surco
CLI00707;21;7;2009.29;5;5;5;555;0;Leales;23;3199.55;Regular;San Miguel
CLI00710;14;7;1392.32;5;5;5;555;0;Leales;47;10546.56;Regular;Miraflores
CLI00711;131;9;2768.98;3;5;5;355;1;Campeones;48;2340.17;Basico;Magdalena
CLI00712;31;6;796.24;4;5;4;454;0;Leales;73;7365.21;Regular;Ate
CLI00713;307;4;1017.1;2;4;4;244;3;En Riesgo;28;8423.82;Regular;Comas
CLI00714;183;3;1125.88;3;3;4;334;3;En Riesgo;62;5726.63;Regular;Santiago de Surco
CLI00715;444;1;484.73;1;1;3;113;2;Perdidos;42;5057.26;Regular;San Juan de Lurigancho
CLI00716;91;4;1150.18;4;4;4;444;0;Leales;49;9661.79;Regular;San Miguel
CLI00718;368;2;626.82;2;2;3;223;2;Perdidos;64;1512.68;Basico;Miraflores
CLI00719;380;1;31.09;2;1;1;211;2;Perdidos;33;2381.11;Basico;San Miguel
CLI00720;170;2;343.03;3;2;2;322;3;En Riesgo;28;10018.68;Platino;Santiago de Surco
CLI00721;50;5;1047.79;4;4;4;444;0;Leales;41;4556.84;Regular;San Juan de Lurigancho
CLI00723;54;8;2133.6;4;5;5;455;0;Leales;66;4109.19;Regular;Los Olivos
CLI00725;368;3;387.81;2;3;2;232;2;Perdidos;19;1920.35;Basico;Ate
CLI00727;203;6;1085.95;3;5;4;354;0;Leales;45;1633.61;Basico;San Borja
CLI00730;22;3;545.03;5;3;3;533;3;En Riesgo;64;11330.44;Regular;Los Olivos
CLI00732;567;1;102.91;1;1;1;111;2;Perdidos;20;4130.21;Platino;Ate
CLI00734;10;9;2074.05;5;5;5;555;1;Campeones;45;6185.91;Premium;Santiago de Surco
CLI00735;195;1;113.75;3;1;1;311;3;En Riesgo;34;1404.26;Basico;San Borja
CLI00736;401;1;334.7;1;1;2;112;2;Perdidos;35;1133.85;Basico;San Borja
CLI00738;218;6;1526.59;2;5;5;255;0;Leales;32;2025.53;Basico;San Miguel
CLI00745;169;10;2357.42;3;5;5;355;1;Campeones;59;3149.99;Premium;San Miguel
CLI00746;32;10;2555.4;4;5;5;455;1;Campeones;43;9025.93;Platino;Magdalena
CLI00747;342;1;634.57;2;1;3;213;2;Perdidos;32;10117.09;Regular;San Miguel
CLI00748;620;1;144.03;1;1;1;111;2;Perdidos;48;5472.52;Premium;Magdalena
CLI00749;525;1;220.27;1;1;1;111;2;Perdidos;68;3925.31;Premium;Miraflores
CLI00750;7;6;1088.85;5;5;4;554;0;Leales;26;6181.84;Premium;Santiago de Surco
CLI00751;109;7;1743.42;4;5;5;455;0;Leales;23;6472.78;Regular;Comas
CLI00752;9;5;1860.36;5;4;5;545;0;Leales;55;6684.86;Premium;Miraflores
CLI00753;12;8;2772.51;5;5;5;555;1;Campeones;60;4292.92;Platino;San Borja
CLI00754;210;1;474.33;2;1;3;213;3;En Riesgo;39;5059.91;Regular;Magdalena
CLI00755;14;1;408.44;5;1;2;512;3;En Riesgo;70;10100.96;Regular;San Miguel
CLI00756;3;4;1258.36;5;4;4;544;0;Leales;59;11821.04;Premium;Comas
CLI00757;706;1;257.2;1;1;2;112;2;Perdidos;45;3958.02;Regular;Miraflores
CLI00758;4;1;383.53;5;1;2;512;3;En Riesgo;73;3971.79;Premium;San Juan de Lurigancho
CLI00760;54;8;1494.73;4;5;5;455;0;Leales;66;11086.09;Platino;San Miguel
CLI00761;421;1;260.93;1;1;2;112;2;Perdidos;64;5894.88;Premium;San Borja
CLI00762;11;2;492.62;5;2;3;523;3;En Riesgo;51;8597.12;Premium;San Miguel
CLI00763;24;2;737.8;5;2;3;523;3;En Riesgo;21;7070.75;Platino;Santiago de Surco
CLI00764;26;6;1987.34;4;5;5;455;0;Leales;50;8158.69;Premium;Comas
CLI00765;146;1;31.44;3;1;1;311;3;En Riesgo;70;6496.96;Regular;San Borja
CLI00766;38;10;1656.03;4;5;5;455;0;Leales;43;9398.85;Premium;Santiago de Surco
CLI00768;16;3;474.95;5;3;3;533;3;En Riesgo;34;3821.33;Premium;San Miguel
CLI00769;64;7;1530.28;4;5;5;455;0;Leales;68;11503.7;Platino;Magdalena
CLI00771;33;3;698.81;4;3;3;433;3;En Riesgo;34;9062.73;Regular;Comas
CLI00772;51;7;2507.93;4;5;5;455;1;Campeones;63;4034.68;Regular;Magdalena
CLI00774;154;1;337.81;3;1;2;312;3;En Riesgo;65;1870.01;Basico;Comas
CLI00775;38;2;168.85;4;2;1;421;3;En Riesgo;50;11537.05;Platino;San Borja
CLI00777;537;1;210.55;1;1;1;111;2;Perdidos;39;6992.76;Premium;Comas
CLI00778;137;9;1875.68;3;5;5;355;0;Leales;62;1317.89;Basico;Los Olivos
CLI00779;72;1;326.75;4;1;2;412;3;En Riesgo;62;10503.98;Regular;San Miguel
CLI00781;266;2;366.87;2;2;2;222;3;En Riesgo;54;9417.7;Platino;San Juan de Lurigancho
CLI00782;48;3;699.11;4;3;3;433;3;En Riesgo;60;9046.95;Regular;San Borja
CLI00783;24;4;1716.8;5;4;5;545;0;Leales;33;4302.56;Platino;San Miguel
CLI00784;372;2;539.66;2;2;3;223;2;Perdidos;65;4290.25;Platino;Magdalena
CLI00785;66;3;541.92;4;3;3;433;3;En Riesgo;72;7149.6;Regular;Santiago de Surco
CLI00786;221;1;856.01;2;1;4;214;3;En Riesgo;46;1499.42;Basico;Ate
CLI00787;164;4;752.06;3;4;3;343;3;En Riesgo;69;3093.98;Platino;San Miguel
CLI00788;383;1;178.3;2;1;1;211;2;Perdidos;40;8353.03;Platino;Comas
CLI00789;408;1;306.08;1;1;2;112;2;Perdidos;43;6915.68;Platino;Los Olivos
CLI00790;2;4;909.12;5;4;4;544;0;Leales;31;9845.99;Premium;Los Olivos
CLI00792;235;3;645.89;2;3;3;233;3;En Riesgo;47;5588.07;Regular;Los Olivos
CLI00794;394;1;656.99;1;1;3;113;2;Perdidos;49;10170.84;Platino;San Borja
CLI00795;133;5;780.11;3;4;4;344;0;Leales;35;11321.26;Regular;San Juan de Lurigancho
CLI00796;114;8;1590.9;4;5;5;455;0;Leales;42;6301.44;Platino;Ate
CLI00797;49;4;1256.47;4;4;4;444;0;Leales;33;5810.7;Regular;Ate
CLI00798;21;1;180.37;5;1;1;511;3;En Riesgo;52;6804.23;Regular;Miraflores
CLI00799;539;1;134.24;1;1;1;111;2;Perdidos;35;8094.05;Premium;Magdalena
CLI00800;339;2;720.1;2;2;3;223;2;Perdidos;33;9393.42;Premium;Ate
CLI00801;393;1;142.66;1;1;1;111;2;Perdidos;35;11298.15;Premium;San Miguel
CLI00805;148;3;787.73;3;3;4;334;3;En Riesgo;71;8138.97;Regular;Magdalena
CLI00806;449;1;118.19;1;1;1;111;2;Perdidos;64;9104.82;Platino;Magdalena
